Sector,Investor,CompaniesBackedInSector,InvestorType,Country,PensionSWF,BBBBacked,FundingBucket
Digital and Technologies,Vista Credit Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Volition Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Vostok Emerging Finance,1,Private Equity and Venture Capital,Bermuda,,FALSE,Named
Digital and Technologies,Vulcan Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Vy Capital,1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Digital and Technologies,WACKER Chemie AG,1,Corporate,Germany,,FALSE,Named
Digital and Technologies,Wafra,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Wallace Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Wallenius Wilhelmsen,1,Private Equity and Venture Capital,Norway,,FALSE,Named
Digital and Technologies,Warburg Pincus,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Warrington Borough Council,1,Local and Regional Government,United Kingdom,,FALSE,Named
Digital and Technologies,Warwick Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Watrium,1,Family Office,Norway,,FALSE,Named
Digital and Technologies,Weisz Investments,1,Family Office,United Kingdom,,FALSE,Named
Digital and Technologies,Wellington Partners,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Wells Fargo,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,West Midlands Enterprise,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,West Yorkshire Business and Skills,1,Local and Regional Government,United Kingdom,,FALSE,Named
Digital and Technologies,Westpac,1,Bank,Australia,,FALSE,Named
Digital and Technologies,Wharton Asset Management,1,Family Office,United Kingdom,,FALSE,Named
Digital and Technologies,White Star Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Whitehelm Capital,1,Asset Management,Australia,,FALSE,Named
Digital and Technologies,Wicklow Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Winton Ventures,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,WndrCo,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Wonik Investments,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Digital and Technologies,Woodline Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Worldpay Group,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Wren Capital LLP,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Wroxhall,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Digital and Technologies,Wyelands Capital,1,Bank,United Kingdom,,FALSE,Named
Digital and Technologies,Wylie Family Trust,1,Family Office,Australia,,FALSE,Named
Digital and Technologies,XTX Markets,1,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Xeraya Capital,1,Private Equity and Venture Capital,Malaysia,,FALSE,Named
Digital and Technologies,Xilinx,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Xponova,1,Private Equity and Venture Capital,Australia,,FALSE,Named
Digital and Technologies,XtalPi Inc,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Y Combinator,1,Accelerator,United States,,FALSE,Named
Digital and Technologies,Yabeo,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Yorkshire Association of Business Angels,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Yuga Labs,1,Corporate,United States,,FALSE,Named
Digital and Technologies,ZF,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Zebra Technologies,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Zhejiang Silk Road Fund,1,Asset Management,China,,FALSE,Named
Digital and Technologies,Zinal Growth,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Zoopla Property Group,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,aMoon Fund,1,Private Equity and Venture Capital,Israel,,FALSE,Named
Digital and Technologies,b-to-v Partners (Brain-to-Ventures),1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Digital and Technologies,eBay Ventures,1,Corporate,United States,,FALSE,Named
Digital and Technologies,eVentures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,eWTP Innovation Fund,1,Private Equity and Venture Capital,China,,FALSE,Named
Digital and Technologies,iDreamSky,1,Corporate,China,,FALSE,Named
Digital and Technologies,m8 Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,nVent,1,Corporate,United States,,FALSE,Named
Education,Business Angel(s),9,Business Angel(s),,,FALSE,Named
Education,British Business Bank,6,Central Government,United Kingdom,,FALSE,Government
Education,HSBC,6,Bank,United Kingdom,,TRUE,Bank/Loan
Education,BGF (formerly Business Growth Fund),5,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Maven Capital Partners UK LLP,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Development Bank of Wales,3,Devolved Government,United Kingdom,,FALSE,Named
Education,Mercia Asset Management,3,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Education,NatWest Group,3,Bank,United Kingdom,,TRUE,Named
Education,Virgin Money UK,3,Bank,United Kingdom,,FALSE,Named
Education,Ascension,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Balderton Capital,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Education,Barclays,2,Bank,United Kingdom,,TRUE,Named
Education,Crowdcube,2,Crowd funding,United Kingdom,,FALSE,Crowdfunding
Education,FSE Group,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Education,Funding London,2,Local and Regional Government,United Kingdom,,FALSE,Named
Education,Growth Lending Group,2,Specialist Lender,United Kingdom,,FALSE,Bank/Loan
Education,IP Group,2,Commercialisation Company,United Kingdom,,FALSE,Named
Education,Index Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Insight Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Key Capital Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Northstar Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Phoenix Court Group,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Republic,2,Crowd funding,United States,,FALSE,Named
Education,Salica Investments,2,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Education,Summit Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Education,TA Associates,2,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Ten Eleven Ventures,2,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Triple Point,2,Asset Management,United Kingdom,,FALSE,Named
Education,Village Global,2,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Vitruvian Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Wayra,2,Accelerator,United Kingdom,,FALSE,Named
Education,YFM Equity Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,24Haymarket,1,Angel Network,United Kingdom,,TRUE,Named
Education,ABN AMRO,1,Bank,Netherlands,,FALSE,Named
Education,ACE Ventures,1,Private Equity and Venture Capital,India,,FALSE,Named
Education,Albion Capital Group,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,AlphaCode,1,Accelerator,South Africa,,FALSE,Named
Education,Amadeus Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Angel Academe,1,Angel Network,United Kingdom,,TRUE,Named
Education,Angels Den,1,Angel Network,United Kingdom,,FALSE,Named
Education,Arthurian Life Sciences,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Associated Press,1,Corporate,United States,,FALSE,Named
Education,Audacious Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,BOND,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Beacon Capital,1,Angel Network,United Kingdom,,FALSE,Named
Education,BlackRock,1,Asset Management,United States,,FALSE,Named
Education,Brighton Park Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Burdale Financial,1,Bank,United Kingdom,,FALSE,Named
Education,Capstar Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Cardiff Council,1,Local and Regional Government,United Kingdom,,FALSE,Named
Education,Carmen Busquets,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Education,Citigroup,1,Bank,United States,,FALSE,Named
Education,City & Guilds Group,1,Corporate,United Kingdom,,FALSE,Named
Education,ClearlySo,1,Merchant Bank,United Kingdom,,FALSE,Named
Education,Committed Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Credit Suisse,1,Merchant Bank,Switzerland,,FALSE,Named
Education,D1 Capital Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,DMGT,1,Corporate,United Kingdom,,FALSE,Named
Education,Danske Bank,1,Bank,Denmark,,FALSE,Bank/Loan
Education,Department of Education,1,Government,Dependent,,FALSE,Named
Education,Deutsche Bank,1,Private Equity and Venture Capital,China,,FALSE,Bank/Loan
Education,Edge Investments Limited,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,EduCapital,1,Private Equity and Venture Capital,France,,FALSE,Named
Education,Eguchi Iwao,1,Corporate,United Kingdom,,FALSE,Named
Education,Envestors,1,Angel Network,United Kingdom,,FALSE,Named
Education,FTV Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Firestartr,1,Angel Network,United Kingdom,,FALSE,Named
Education,Foresight Group,1,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Education,Forward Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Founders Circle Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Future Planet Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,General Catalyst,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Goldman Sachs,1,Merchant Bank,United States,,FALSE,Named
Education,Google,1,Corporate,United States,,FALSE,Named
Education,Graphite Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Guinness Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,HV Capital,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Education,Horizons Labs,1,Private Equity and Venture Capital,Hong Kong,,FALSE,Named
Education,Hotspur Capital Partners,1,Angel Network,United Kingdom,,FALSE,Named
Education,Hoxton Ventures,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Education,IQ Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Impact Partners,1,Private Equity and Venture Capital,France,,FALSE,Named
Education,Invoke Capital Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Joseph Rowntree Charitable Trust,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Education,KKR,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Kin Group,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Education,Lightspeed Management,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Lloyds Banking Group,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Lombard Odier,1,Asset Management,Switzerland,,FALSE,Named
Education,Lumar,1,Corporate,United Kingdom,,FALSE,Named
Education,Menlo Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Mercuri VC,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Midven,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Mitsui & Co. Global Investment Ltd (MGI),1,Corporate,Japan,,FALSE,Named
Education,Montagu Private Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,NEL Fund Managers,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Education,NVM Private Equity,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Education,Nesta,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Education,Northstar Equity Investors,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Northzone Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,OakNorth,1,Bank,United Kingdom,,FALSE,Bank/Loan
Education,PGIM Private Capital,1,Asset Management,United States,,FALSE,Named
Education,Palatine Private Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Paragon Development Finance,1,Property Lender,United Kingdom,,FALSE,Named
Education,Parkway Venture Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Pembroke Investment Managers LLP,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Perivoli Trust,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Education,Phoenix Equity Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Prova,1,Corporate,United Kingdom,,FALSE,Named
Education,QED Investors,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Redbus Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,SB ISAT Fund,1,Private Equity and Venture Capital,Indonesia,,FALSE,Named
Education,SI2 Fund,1,Private Equity and Venture Capital,Belgium,,FALSE,Named
Education,Salesforce,1,Corporate,United States,,FALSE,Named
Education,Scottish Enterprise,1,Devolved Government,United Kingdom,,FALSE,Named
Education,SemperVirens,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Shawbrook Bank,1,Bank,United Kingdom,,TRUE,Named
Education,Shortlist Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Silicon Valley Bank,1,Bank,United States,,FALSE,Bank/Loan
Education,SilverTree Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Smash Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Social Impact Enterprises,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,SoftBank Group,1,Corporate,Japan,,FALSE,Bank/Loan
Education,Solve Innovation Future,1,University,United States,,FALSE,Named
Education,StepStone Group,1,Asset Management,United Kingdom,,FALSE,Named
Education,Stonepeak Infrastructure Partners,1,Asset Management / Private Equity,United States,,FALSE,Named
Education,Susquehanna International Group (SIG),1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Synova,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Systemiq,1,Corporate,United Kingdom,,FALSE,Named
Education,Talis Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,TechNexus,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,The New York Times Company,1,Corporate,United States,,FALSE,Named
Education,ThinCats,1,Specialist Lender,United Kingdom,,TRUE,Named
Education,University of Warwick Science Park,1,University,United Kingdom,,FALSE,Named
Education,View Different,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Warburg Pincus,1,Private Equity and Venture Capital,United States,,FALSE,Named
Education,Weisz Investments,1,Family Office,United Kingdom,,FALSE,Named
Education,WestBridge Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Education,Wild Blue Cohort,1,Angel Network,United Kingdom,,FALSE,Named
Education,Yeo Valley,1,Corporate,United Kingdom,,FALSE,Named
Education,Yorkshire Association of Business Angels,1,Angel Network,United Kingdom,,FALSE,Named
Financial Services,Business Angel(s),67,Business Angel(s),,,FALSE,Named
Financial Services,British Business Bank,36,Central Government,United Kingdom,,FALSE,Government
Financial Services,Crowdcube,13,Crowd funding,United Kingdom,,FALSE,Crowdfunding
Financial Services,HSBC,9,Bank,United Kingdom,,TRUE,Bank/Loan
Financial Services,Phoenix Court Group,9,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Republic,9,Crowd funding,United States,,FALSE,Named
Financial Services,Seedcamp,9,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Financial Services,Augmentum Capital,8,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Balderton Capital,7,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Financial Services,Barclays,7,Bank,United Kingdom,,TRUE,Named
Financial Services,Silicon Valley Bank,7,Bank,United States,,FALSE,Named
Financial Services,Citigroup,6,Bank,United States,,FALSE,Named
Financial Services,Index Ventures,6,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,JPMorgan Chase & Co,6,Asset Management,United States,,FALSE,Named
Financial Services,Molten Ventures,6,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Octopus Group,6,Asset Management / Private Equity,United Kingdom,,FALSE,Named
Financial Services,Tiger Global Management,6,Asset Management,United States,,FALSE,Named
Financial Services,ACF Investors,5,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Accel Partners,5,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,BGF (formerly Business Growth Fund),5,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,CommerzVentures,5,Private Equity and Venture Capital,Germany,,FALSE,Named
Financial Services,Deutsche Bank,5,Private Equity and Venture Capital,China,,FALSE,Bank/Loan
Financial Services,FTV Capital,5,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Goldman Sachs,5,Merchant Bank,United States,,FALSE,Named
Financial Services,Insight Partners,5,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Lloyds Banking Group,5,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Scottish Enterprise,5,Devolved Government,United Kingdom,,FALSE,Named
Financial Services,Triple Point,5,Asset Management,United Kingdom,,FALSE,Named
Financial Services,Albion Capital Group,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,DST Global,4,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,EQT Group,4,Private Equity and Venture Capital,Sweden,,FALSE,Named
Financial Services,Fidelity International,4,Asset Management,United Kingdom,,FALSE,Named
Financial Services,Force Over Mass Capital,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Funding London,4,Local and Regional Government,United Kingdom,,FALSE,Named
Financial Services,Gauss Ventures,4,Private Equity and Venture Capital,Cayman Islands,,FALSE,Named
Financial Services,Highland Europe,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,JamJar Investments,4,Private Investment Vehicle,United Kingdom,,TRUE,Named
Financial Services,Legal & General,4,Corporate,United Kingdom,UK pension funds,FALSE,Named
Financial Services,Notion Capital Partners LLP,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Oxford Capital Partners,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Passion Capital,4,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Financial Services,SBI Holdings,4,Corporate,Japan,,FALSE,Named
Financial Services,Salica Investments,4,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Financial Services,SoftBank Group,4,Corporate,Japan,,FALSE,Bank/Loan
Financial Services,Talis Capital,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Volution,4,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Anthemis Group,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,BlackRock,3,Asset Management,United States,,FALSE,Named
Financial Services,Blenheim Chalcot,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Breega Capital,3,Private Equity and Venture Capital,France,,FALSE,Named
Financial Services,CIBC (Canadian Imperial Bank of Commerce),3,Bank,Canada,,FALSE,Named
Financial Services,Caisse de dépôt et placement du Québec (CDPQ),3,,,,,Named
Financial Services,Cambridge Angels,3,Angel Network,United Kingdom,,FALSE,Named
Financial Services,Envestors,3,Angel Network,United Kingdom,,FALSE,Named
Financial Services,Experian,3,Corporate,Ireland,,FALSE,Named
Financial Services,General Atlantic,3,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Google,3,Corporate,United States,,FALSE,Named
Financial Services,Government of Singapore Investment Corporation (GIC Private Limited),3,Sovereign Wealth Fund,Singapore,SW Fund,FALSE,Government
Financial Services,IQ Capital Partners,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Illuminate Financial Management,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,KKR,3,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,MMC Ventures,3,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Financial Services,Magenta Partners,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Maven Capital Partners UK LLP,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Moore Capital Management,3,Asset Management,United States,,FALSE,Named
Financial Services,Mouro Capital,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Nationwide Building Society,3,Bank,United Kingdom,,FALSE,Named
Financial Services,Nesta,3,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Financial Services,Ontario Teachers’ Pension Plan,3,Asset Management,Canada,International pension funds,FALSE,Named
Financial Services,Par Equity,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,PayPal,3,Corporate,United States,,FALSE,Named
Financial Services,Praetura Group,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,QED Investors,3,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Qatar Investment Authority,3,Sovereign Wealth Fund,Qatar,SW Fund,FALSE,Named
Financial Services,Ribbit Capital,3,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Souter Investments LLP,3,Family Office,United Kingdom,,FALSE,Named
Financial Services,Target Global,3,Private Equity and Venture Capital,Germany,,FALSE,Named
Financial Services,Technology Crossover Ventures,3,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Techstars,3,Accelerator,United States,,FALSE,Named
Financial Services,Temasek Holdings,3,Sovereign Wealth Fund,Singapore,SW Fund,FALSE,Named
Financial Services,Toscafund Asset Management,3,Specialist Lender,United Kingdom,,FALSE,Named
Financial Services,Virgin Money UK,3,Bank,United Kingdom,,FALSE,Named
Financial Services,YFM Equity Partners,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,83North,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,ABN AMRO,2,Bank,Netherlands,,FALSE,Named
Financial Services,Accenture,2,Private Equity and Venture Capital,Ireland,,FALSE,Named
Financial Services,American Express,2,Corporate,United States,,FALSE,Named
Financial Services,Angels Den,2,Angel Network,United Kingdom,,FALSE,Named
Financial Services,Apax Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Aquiline Capital Partners,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Ascension,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Atami Capital,2,Private Equity and Venture Capital,Isle Of Man,,FALSE,Named
Financial Services,Aviva,2,Corporate,United Kingdom,UK pension funds,FALSE,Named
Financial Services,BNY Mellon,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,BiG Start Ventures,2,Private Equity and Venture Capital,Portugal,,FALSE,Named
Financial Services,Black River Ventures,2,Private Equity and Venture Capital,Russian Federation,,FALSE,Named
Financial Services,Bootstrap Europe Advisers,2,Specialist Lender,United Kingdom,,FALSE,Named
Financial Services,Brightbridge Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,CPP Investments,2,Asset Management,Canada,SW Fund,FALSE,Named
Financial Services,CVC Capital Partners,2,Private Equity and Venture Capital,Luxembourg,,FALSE,Named
Financial Services,Cabot Square Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Calculus Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Capricorn Investment Group,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Channel 4,2,State-owned enterprise (SOE) / Corporate strategic investor,United Kingdom,,FALSE,Named
Financial Services,Coatue Management,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Committed Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Connect Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Creandum,2,Private Equity and Venture Capital,Sweden,,FALSE,Named
Financial Services,Credit Suisse,2,Merchant Bank,Switzerland,,FALSE,Named
Financial Services,CreditEase,2,Asset Management,China,,FALSE,Named
Financial Services,Crestline Investors,2,Asset Management,United States,,FALSE,Named
Financial Services,Dale Ventures,2,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Financial Services,Dawn Capital,2,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Financial Services,Deepbridge Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,ETFS Capital,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Edmond de Rothschild Investment Partners,2,Private Equity and Venture Capital,France,,FALSE,Bank/Loan
Financial Services,Eight Roads Ventures,2,Private Equity and Venture Capital,Bermuda,,FALSE,Named
Financial Services,Eldridge Industries,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Endeavor Global,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Eurazeo,2,Private Equity and Venture Capital,France,,TRUE,Named
Financial Services,Evolution Equity Partners,2,Private Equity and Venture Capital,United States,,TRUE,Named
Financial Services,Forward Partners,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Frontline Ventures,2,Private Equity and Venture Capital,Ireland,,FALSE,Named
Financial Services,Fuel Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,G10 Capital,2,Asset Management,United Kingdom,,FALSE,Named
Financial Services,General Catalyst,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Gresham House,2,Asset Management,United Kingdom,,FALSE,Named
Financial Services,Growth Lending Group,2,Specialist Lender,United Kingdom,,FALSE,Bank/Loan
Financial Services,Guinness Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,HV Capital,2,Private Equity and Venture Capital,Germany,,FALSE,Named
Financial Services,Headline,2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Hedosophia,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Hg,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Inflexion Private Equity,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,International Finance Corporation (IFC),2,Private Equity and Venture Capital,United States,,FALSE,Named
Financial Services,Invest NI,2,Devolved Government,United Kingdom,,FALSE,Named
Financial Services,Investec Bank,2,Bank,United Kingdom,,FALSE,Named
Financial Services,Kin Group,2,Private Investment Vehicle,United Kingdom,,FALSE,Named
Financial Services,Kindred Capital VC,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Lakestar,2,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Financial Services,Lombard Odier,2,Asset Management,Switzerland,,FALSE,Named
Financial Services,M&G ­Investments,2,,,,,Named
Financial Services,MasterCard,2,Corporate,United States,,FALSE,Named
Financial Services,Mercia Asset Management,2,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Financial Services,Mosaic Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,NatWest Group,2,Bank,United Kingdom,,TRUE,Named
Financial Services,Northstar Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Northzone Ventures,2,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Financial Services,Numis,2,Asset Management,United Kingdom,,FALSE,Named
