Sector,Investor,Country,ISO2,InvestorType,PensionSWF,BBBBacked,CompaniesBackedInSector
Digital and Technologies,Endeavor Global,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Eurazeo,France,fr,Private Equity and Venture Capital,,TRUE,3
Digital and Technologies,Experian,Ireland,ie,Corporate,,FALSE,3
Digital and Technologies,Finch Capital,Netherlands,nl,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Foresite Capital,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,General Atlantic,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Government of Singapore Investment Corporation (GIC Private Limited),Singapore,sg,Sovereign Wealth Fund,SW Fund,FALSE,3
Digital and Technologies,HV Capital,Germany,de,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Horizons Ventures,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,ING Bank,Netherlands,nl,Bank,,FALSE,3
Digital and Technologies,Ingka Group,Netherlands,nl,Corporate,,FALSE,3
Digital and Technologies,Invus,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,KKR,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Kima Ventures,France,fr,Private Investment Vehicle,,FALSE,3
Digital and Technologies,Lakestar,Switzerland,ch,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Lightspeed Management,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,MasterCard,United States,us,Corporate,,FALSE,3
Digital and Technologies,Merck Group,Germany,de,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Moore Capital Management,United States,us,Asset Management,,FALSE,3
Digital and Technologies,Morningside Group,Hong Kong,hk,Family Office,,FALSE,3
Digital and Technologies,NIBC Bank,Netherlands,nl,Bank,,FALSE,3
Digital and Technologies,OMERS Ventures,Canada,ca,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Ontario Teachers’ Pension Plan,Canada,ca,Asset Management,International pension funds,FALSE,3
Digital and Technologies,Partech Partners,France,fr,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,PayPal,United States,us,Corporate,,FALSE,3
Digital and Technologies,Prime Ventures,Netherlands,nl,Private Equity and Venture Capital,,TRUE,3
Digital and Technologies,QED Investors,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Salesforce,United States,us,Corporate,,FALSE,3
Digital and Technologies,Sofinnova Partners,France,fr,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Sony Corporation,Japan,jp,Corporate,,FALSE,3
Digital and Technologies,Speedinvest,Austria,at,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Susquehanna International Group (SIG),United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,Technology Crossover Ventures,United States,us,Private Equity and Venture Capital,,FALSE,3
Digital and Technologies,A.P. Moller Holding,Denmark,dk,Corporate,,FALSE,2
Digital and Technologies,ABB,Switzerland,ch,Corporate,,FALSE,2
Digital and Technologies,ABC Impact,Singapore,sg,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Accenture,Ireland,ie,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Adara Ventures,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Allegis Capital,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,American Express,United States,us,Corporate,,FALSE,2
Digital and Technologies,Ananda Impact Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Andera Partners,France,fr,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Aquiline Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Ares Management,United States,us,Asset Management,,FALSE,2
Digital and Technologies,Astellas Pharma,Japan,jp,Corporate,,FALSE,2
Digital and Technologies,Aster Capital,France,fr,Corporate,,FALSE,2
Digital and Technologies,Atlantic Bridge,Ireland,ie,Private Equity and Venture Capital,,TRUE,2
Digital and Technologies,Atlantic Vantage Point,France,fr,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,BNY Mellon,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Bain Capital,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Battery,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,BiG Start Ventures,Portugal,pt,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Bits x Bites,China,cn,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Black River Ventures,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Blue Venture Fund,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Burda Principal Investments,Germany,de,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,C4 Ventures,France,fr,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,CPP Investments,Canada,ca,Asset Management,SW Fund,FALSE,2
Digital and Technologies,CVC Capital Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Canaccord Genuity Group,Canada,ca,Merchant Bank,,FALSE,2
Digital and Technologies,Clay Capital,Singapore,sg,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Creandum,Sweden,se,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Credit Suisse,Switzerland,ch,Merchant Bank,,FALSE,2
Digital and Technologies,CreditEase,China,cn,Asset Management,,FALSE,2
Digital and Technologies,Crestline Investors,United States,us,Asset Management,,FALSE,2
Digital and Technologies,Da Vinci Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Dale Ventures,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Digital Currency Group,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Eldridge Industries,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Eli Lilly & Co,United States,us,Corporate,,FALSE,2
Digital and Technologies,Fortress Investment Group,United States,us,Asset Management / Private Equity,,FALSE,2
Digital and Technologies,GK Goh Group,Singapore,sg,Corporate,,FALSE,2
Digital and Technologies,Greycroft Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Harbert Management Capital,United States,us,Asset Management / Private Equity,,FALSE,2
Digital and Technologies,Headline,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Hearst,United States,us,Corporate,,FALSE,2
Digital and Technologies,Hummingbird Ventures,Belgium,be,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,ICONIQ Capital,United States,us,Family Office,,FALSE,2
Digital and Technologies,Intel,United States,us,Corporate,,FALSE,2
Digital and Technologies,International Finance Corporation (IFC),United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,JLL Technologies,United States,us,Corporate,,FALSE,2
Digital and Technologies,Kernel Capital,Ireland,ie,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Macquarie Group,Australia,au,Merchant Bank,,FALSE,2
Digital and Technologies,Mangrove Capital Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,MassMutual Ventures,United States,us,Corporate,,FALSE,2
Digital and Technologies,Metaplanet,Estonia,ee,Corporate,,FALSE,2
Digital and Technologies,Mithril,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Morgan Stanley,United States,us,Merchant Bank,,FALSE,2
Digital and Technologies,Natixis,France,fr,Merchant Bank,,FALSE,2
Digital and Technologies,NetEase (NTES) Capital,China,cn,Corporate,,FALSE,2
Digital and Technologies,Northpond Ventures,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Oaktree,United States,us,Asset Management,,FALSE,2
Digital and Technologies,Paladin Capital Group,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Pfizer,United States,us,Corporate,,FALSE,2
Digital and Technologies,Point72,United States,us,Asset Management,,FALSE,2
Digital and Technologies,QBN Capital,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Qatar Investment Authority,Qatar,qa,Sovereign Wealth Fund,SW Fund,FALSE,2
Digital and Technologies,Rabobank,Netherlands,nl,Bank,,FALSE,2
Digital and Technologies,Saudi Aramco,Saudi Arabia,sa,Corporate,,FALSE,2
Digital and Technologies,Seventure Partners,France,fr,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Silversmith Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Sofina,Belgium,be,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Starwood Capital Group,United States,us,Asset Management / Private Equity,,FALSE,2
Digital and Technologies,Stripe,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Summit Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,TELUS Corporation,Canada,ca,Corporate,,FALSE,2
Digital and Technologies,TPG,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Tanarra,Australia,au,Asset Management / Private Equity,,FALSE,2
Digital and Technologies,Ten Coves Capital,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Ten Eleven Ventures,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Trinity Capital,United States,us,Specialist Lender,,FALSE,2
Digital and Technologies,U-Start Club,Italy,it,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Updata Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Vanderbilt University,United States,us,University,,FALSE,2
Digital and Technologies,Ventech,France,fr,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,Village Global,United States,us,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,White Cloud,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,b2venture,Germany,de,Private Equity and Venture Capital,,FALSE,2
Digital and Technologies,1/0 Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,11.2 Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,14W,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,1818 Venture Capital,Guernsey,gg,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,2be.lu,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,5Y Capital,China,cn,Family Office,,FALSE,1
Digital and Technologies,76 West Holdings,United States,us,Corporate,,FALSE,1
Digital and Technologies,ABN AMRO,Netherlands,nl,Bank,,FALSE,1
Digital and Technologies,ACG,India,in,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,ADQ,United Arab Emirates,ae,Central Government,,FALSE,1
Digital and Technologies,AFG Partners,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,AIB,Ireland,ie,Bank,,FALSE,1
Digital and Technologies,APEX Ventures,Austria,at,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,ARCH Venture Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,AXA,France,fr,Corporate,,FALSE,1
Digital and Technologies,AbbVie Ventures,United States,us,Corporate,,FALSE,1
Digital and Technologies,Abry Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Abu Dhabi Growth Fund,United Arab Emirates,ae,Government,,FALSE,1
Digital and Technologies,Access Industries,United States,us,Private Investment Vehicle,,FALSE,1
Digital and Technologies,Accion Frontier Investments Group,United States,us,Charity/Not-for-profit company,,FALSE,1
Digital and Technologies,Acequia Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Activum SG Capital Management,Jersey,je,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Adcock Private Equity,Australia,au,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Adelie,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,AdvenCap,Mauritius,mu,Asset Management,,FALSE,1
Digital and Technologies,Advent International,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Agronomics,Isle Of Man,im,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Ahdritz Holding,United States,us,Private Investment Vehicle,,FALSE,1
Digital and Technologies,Aldea Ventures,Spain,es,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Alignment Growth,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Allectus Capital,Bermuda,bm,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Alliance Bernstein (AB),United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Alliance Ventures,Netherlands,nl,Corporate,,FALSE,1
Digital and Technologies,Allianz,Germany,de,Asset Management,,FALSE,1
Digital and Technologies,Ally Bridge Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Alpha Wave Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,AlphaCode,South Africa,za,Accelerator,,FALSE,1
Digital and Technologies,Altimeter Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Alumni Ventures,United States,us,Angel Network,,FALSE,1
Digital and Technologies,Amcor,Switzerland,ch,Corporate,,FALSE,1
Digital and Technologies,Amundi,France,fr,Asset Management,,FALSE,1
Digital and Technologies,Andreessen Horowitz,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Aonic AB,Sweden,se,Corporate,,FALSE,1
Digital and Technologies,Apollo Global Management,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Applied Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Aqua-Spark,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Ara Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Aramex,United Arab Emirates,ae,Corporate,,FALSE,1
Digital and Technologies,ArcTern Ventures,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Archean Chemical Industries,India,in,Corporate,,FALSE,1
Digital and Technologies,Associated Press,United States,us,Corporate,,FALSE,1
Digital and Technologies,Atalaya Capital Management,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Audacious Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Avenue Capital Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Avery Dennison,United States,us,Corporate,,FALSE,1
Digital and Technologies,Avidity Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Axel Johnson (D: Ax),Sweden,se,Corporate,,FALSE,1
Digital and Technologies,Axel Johnson Group,Sweden,se,Corporate,,FALSE,1
Digital and Technologies,BBVA,Spain,es,Bank,,FALSE,1
Digital and Technologies,BDT & MSD Partners,United States,us,Merchant Bank,,FALSE,1
Digital and Technologies,BECO Capital,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,BGI Genomics,China,cn,Corporate,,FALSE,1
Digital and Technologies,BMW,United States,us,Corporate,,FALSE,1
Digital and Technologies,BNP Paribas,France,fr,Bank,,FALSE,1
Digital and Technologies,BNW Investment Co,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,BOKA Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,BOND,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,BTS Group,Thailand,th,Corporate,,FALSE,1
Digital and Technologies,Baird Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Bank of America,United States,us,Bank,,FALSE,1
Digital and Technologies,Base Partners,Brazil,br,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Bayer,Germany,de,Corporate,,FALSE,1
Digital and Technologies,Bayland Capital,China,cn,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Beacon Equity Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Beauport Partners,Jersey,je,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Berggruen Holdings,United States,us,Family Office,,FALSE,1
Digital and Technologies,Bertelsmann,United States,us,Corporate,,FALSE,1
Digital and Technologies,Best Nights VC,Germany,de,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Big Pi Ventures,Greece,gr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Bio-Rad Laboratories,United States,us,Corporate,,FALSE,1
Digital and Technologies,Bioeconomy Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Birchal,Australia,au,Crowd funding,,FALSE,1
Digital and Technologies,Blisce,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Blossom Street Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Blue Horizon Group,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,BlueYard Capital,Germany,de,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,BnkToTheFuture,Cayman Islands,ky,Crowd funding,,FALSE,1
Digital and Technologies,Boehringer Ingelheim,Germany,de,Corporate,,FALSE,1
Digital and Technologies,Bonnier Ventures,Sweden,se,Corporate,,FALSE,1
Digital and Technologies,Borealis Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Bosch,Germany,de,Corporate,,FALSE,1
Digital and Technologies,Brand Capital,India,in,Corporate,,FALSE,1
Digital and Technologies,Bridge Nine Capital Partners,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Brighteye,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Brighton Park Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Britannia,India,in,Corporate,,FALSE,1
Digital and Technologies,Brookfield,Canada,ca,Asset Management / Private Equity,,FALSE,1
Digital and Technologies,CAA Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,CASSIUS,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,CFFI UK Ventures,Barbados,bb,Private Investment Vehicle,,FALSE,1
Digital and Technologies,CITIC Securities,China,cn,Merchant Bank,,FALSE,1
Digital and Technologies,CN Innovations Holdings,Hong Kong,hk,Corporate,,FALSE,1
Digital and Technologies,CNP Assurances,France,fr,Corporate,,FALSE,1
Digital and Technologies,CTC Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,CVentures,Egypt,eg,Corporate,,FALSE,1
Digital and Technologies,CaaS Capital Management,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Caisse de dépôt et placement du Québec (CDPQ),,,,,,1
Digital and Technologies,CapHorn Invest,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,CapitalG (formerly Google Capital),United States,us,Corporate,,FALSE,1
Digital and Technologies,Capricorn Investment Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Catamaran Ventures,India,in,Family Office,,FALSE,1
Digital and Technologies,Cedars-Sinai Hospital,United States,us,Charity/Not-for-profit company,,FALSE,1
Digital and Technologies,Centerbridge Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Cercano Management,United States,us,Family Office,,FALSE,1
Digital and Technologies,Charles River Labs,United States,us,Commercialisation Company,,FALSE,1
Digital and Technologies,Chevron Technology Ventures,United States,us,Corporate,,FALSE,1
Digital and Technologies,Chicago Booth Angels,United States,us,Angel Network,,FALSE,1
Digital and Technologies,Chief Financial Capital,United States,us,Private Investment Vehicle,,FALSE,1
Digital and Technologies,Circle,United States,us,Corporate,,FALSE,1
Digital and Technologies,Cisco,United States,us,Corporate,,FALSE,1
Digital and Technologies,Civilization Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Clocktower Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Club Changer,Monaco / UAE,mc,Family Office,,FALSE,1
Digital and Technologies,CoVent Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Cohen Circle,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Coinbase Ventures,United States,us,Corporate,,FALSE,1
Digital and Technologies,Colle Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Collector Bank,Sweden,se,Bank,,FALSE,1
Digital and Technologies,Collinio Capital,Jersey,je,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Communitas Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Company K Partners,South Korea,kr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Connected Capital,Netherlands,nl,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Contour Venture Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Convoy Global Holdings,Hong Kong,hk,Asset Management,,FALSE,1
Digital and Technologies,Correlation One Holdings,United States,us,Private Investment Vehicle,,FALSE,1
Digital and Technologies,Cowen Healthcare Investments,United States,us,Bank,,FALSE,1
Digital and Technologies,Crayon,Norway,no,Corporate,,FALSE,1
Digital and Technologies,Creative Artists Agency,United States,us,Corporate,,FALSE,1
Digital and Technologies,Credit Agricole,France,fr,Bank,,FALSE,1
Digital and Technologies,Credo Ventures,Czech Republic,cz,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Crossfin Holdings,South Africa,za,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Curious Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,D1 Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,DAG Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,DB1 Ventures,,,,,,1
Digital and Technologies,DCVC,United States,us,Corporate,,FALSE,1
Digital and Technologies,DEG Invest,Germany,de,Government,,FALSE,1
Digital and Technologies,DFJ,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,DNB,Norway,no,Bank,,FALSE,1
Digital and Technologies,Dai-ichi Life Insurance,Japan,jp,Corporate,,FALSE,1
Digital and Technologies,Daishin Private Equity,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Danish Green Futures Fund,Denmark,dk,Government,,FALSE,1
Digital and Technologies,Databricks,United States,us,Corporate,,FALSE,1
Digital and Technologies,Deep Track Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Department of Education,Dependent,,Government,,FALSE,1
Digital and Technologies,Designer Fund,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Digital Alpha Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Digital China Health Technologies Corporation (DCHealth),China,cn,Corporate,,FALSE,1
Digital and Technologies,DigitalBridge,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Dimension,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Dorilton Ventures,United States,us,Private Investment Vehicle,,FALSE,1
Digital and Technologies,Dragoneer Investment Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Drake Capital Advisors LLC,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,DuKlaw Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Dubai Investments,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,E& Investment,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,EDP Ventures,Portugal,pt,Corporate,,FALSE,1
Digital and Technologies,EMBL Ventures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,ENEOS Innovation Partners,Japan,jp,Corporate,,FALSE,1
Digital and Technologies,Eagle Investment,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Eckuity Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Edmond de Rothschild Investment Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,EduCapital,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Elbrus Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Elecnor Deimos Space,Spain,es,Corporate,,FALSE,1
Digital and Technologies,Elkstone,Ireland,ie,Family Office,,FALSE,1
Digital and Technologies,Elliott Management Corporation,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Emerald Technology Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Emery Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,EnBW,Germany,de,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Energy Impact Partners LP,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Epic Games,United States,us,Corporate,,FALSE,1
Digital and Technologies,Equinor,Norway,no,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Digital and Technologies,Ericsson,Sweden,se,Corporate,,FALSE,1
Digital and Technologies,Escala Capital,Spain,es,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Estancia Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Ethereal Ventures,"Virgin Islands, British",vg,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,European Investment Bank (EIB),Luxembourg,lu,Bank,,FALSE,1
Digital and Technologies,Evolve Healthcare Partners,Spain / United Kingdom,es,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Exor,Netherlands,nl,Family Office,,FALSE,1
Digital and Technologies,Export & Investment Fund of Denmark,Denmark,dk,Central Government,,FALSE,1
Digital and Technologies,F-Prime Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,FINTOP Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,FIS,United States,us,Corporate,,FALSE,1
Digital and Technologies,FLUXUNIT,Germany,de,Corporate,,FALSE,1
Digital and Technologies,FMZ Ventures,United States,us,Private Investment Vehicle,,FALSE,1
Digital and Technologies,FactSet,United States,us,Corporate,,FALSE,1
Digital and Technologies,Farallon Capital Management,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Felicis Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Fidelity Investments,United States,us,Asset Management,,FALSE,1
Digital and Technologies,Fifth Era,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Fin Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Fin Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,FinTech Collective,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,First Capital Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,FirstCape,New Zealand,nz,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Five Seasons Ventures,France,fr,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Flerie Invest,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Flow Capital,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Folklore Ventures,Australia,au,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Fondazione di Sardegna,Italy,it,Corporate,,FALSE,1
Digital and Technologies,Forum Foundry,United States,us,Corporate,,FALSE,1
Digital and Technologies,Foundamental,Germany,de,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Foundation Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Founder Collective,United States,us,Private Equity and Venture Capital,,FALSE,1
Digital and Technologies,Founders Circle Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
