Sector,Investor,Country,ISO2,InvestorType,PensionSWF,BBBBacked,CompaniesBackedInSector
Clean Energy Industries,Levy-Weiss,Israel,il,Business Angel(s),,FALSE,1
Clean Energy Industries,Lingotto,Netherlands,nl,Asset Management,,FALSE,1
Clean Energy Industries,Link Group,Australia,au,Corporate,,FALSE,1
Clean Energy Industries,M&G ­Investments,,,,,,1
Clean Energy Industries,MUFG Innovation Partners,Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,Metaplanet,Estonia,ee,Corporate,,FALSE,1
Clean Energy Industries,Meyer Burger,Switzerland,ch,Corporate,,FALSE,1
Clean Energy Industries,Mitsubishi HC Capital UK PLC,Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,Mitsui & Co. Global Investment Ltd (MGI),Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,Monashees,Brazil,br,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Moreira Salles,Brazil,br,Family Office,,FALSE,1
Clean Energy Industries,Morgan Stanley,United States,us,Merchant Bank,,FALSE,1
Clean Energy Industries,NIBC Bank,Netherlands,nl,Bank,,FALSE,1
Clean Energy Industries,Novax,Sweden,se,Corporate,,FALSE,1
Clean Energy Industries,OPG Ventures,Isle Of Man,im,Corporate,,FALSE,1
Clean Energy Industries,Osaka Gas,Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,PATRIZIA,Germany,de,Asset Management,,FALSE,1
Clean Energy Industries,Pavilion Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Pontifax,Israel,il,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,SJL Partners,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,SKC Co,"Korea, Republic Of (South Korea)",kr,Corporate,,FALSE,1
Clean Energy Industries,SLB Ventures,United States,us,Corporate,,FALSE,1
Clean Energy Industries,Sabadell Capital,Spain,es,Corporate,,FALSE,1
Clean Energy Industries,Sabanci,Turkey,tr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Saker Capital,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Saudi Aramco,Saudi Arabia,sa,Corporate,,FALSE,1
Clean Energy Industries,Schneider,France,fr,Corporate,,FALSE,1
Clean Energy Industries,SeAH Wind,"Korea, Republic Of (South Korea)",kr,Corporate,,FALSE,1
Clean Energy Industries,Searchlight Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Shinhan Investment Private Equity,"Korea, Republic Of (South Korea)",kr,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Siemens,Germany,de,Corporate,,FALSE,1
Clean Energy Industries,Silicon Valley Bank,United States,us,Bank,,FALSE,1
Clean Energy Industries,Singapore Power,Singapore,sg,Corporate,,FALSE,1
Clean Energy Industries,Skyviews Life Science,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,Snam,Italy,it,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Clean Energy Industries,Sucden Ventures,France,fr,Corporate,,FALSE,1
Clean Energy Industries,Sumitomo Corporation,Japan,jp,Corporate,,FALSE,1
Clean Energy Industries,Susquehanna International Group (SIG),United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,TEPCO,Japan,jp,State-owned enterprise (SOE) / Corporate strategic investor,,FALSE,1
Clean Energy Industries,TPG,United States,us,Private Equity and Venture Capital,,FALSE,1
Clean Energy Industries,TRINE,Sweden,se,Crowd funding,,FALSE,1
Clean Energy Industries,Tekfen Ventures,United States,us,Corporate,,FALSE,1
Clean Energy Industries,Temasek Holdings,Singapore,sg,Sovereign Wealth Fund,SW Fund,FALSE,1
Clean Energy Industries,Tencent,China,cn,Corporate,,FALSE,1
Clean Energy Industries,Tiger Infrastructure Partners,United States,us,Asset Management / Private Equity,,FALSE,1
Clean Energy Industries,Toshiba,Japan,jp,Commercialisation Company,,FALSE,1
Clean Energy Industries,Tudor Group,United States,us,Asset Management,,FALSE,1
Clean Energy Industries,Various,,,Business Angel(s),,FALSE,1
Clean Energy Industries,WACKER Chemie AG,Germany,de,Corporate,,FALSE,1
Clean Energy Industries,Whitehelm Capital,Australia,au,Asset Management,,FALSE,1
Clean Energy Industries,nVent,United States,us,Corporate,,FALSE,1
Construction,Business Angel(s),,,Business Angel(s),,FALSE,23
Construction,Santander,Spain,es,Bank,,TRUE,8
Construction,Republic,United States,us,Crowd funding,,FALSE,5
Construction,Tata Steel,India,in,Corporate,,FALSE,3
Construction,Various,,,Business Angel(s),,FALSE,3
Construction,Brookfield,Canada,ca,Asset Management / Private Equity,,FALSE,2
Construction,Finch Capital,Netherlands,nl,Private Equity and Venture Capital,,FALSE,2
Construction,JLL Technologies,United States,us,Corporate,,FALSE,2
Construction,Rocket Internet,Germany,de,Corporate,,FALSE,2
Construction,Starwood Capital Group,United States,us,Asset Management / Private Equity,,FALSE,2
Construction,1/0 Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,500 Global,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,ABC Impact,Singapore,sg,Private Equity and Venture Capital,,FALSE,1
Construction,ABN AMRO,Netherlands,nl,Bank,,FALSE,1
Construction,AENU,Germany,de,Private Equity and Venture Capital,,FALSE,1
Construction,AIB,Ireland,ie,Bank,,FALSE,1
Construction,AV8 Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Activum SG Capital Management,Jersey,je,Private Equity and Venture Capital,,FALSE,1
Construction,Adara Ventures,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Construction,Ares Management,United States,us,Asset Management,,FALSE,1
Construction,Aster Capital,France,fr,Corporate,,FALSE,1
Construction,Birchal,Australia,au,Crowd funding,,FALSE,1
Construction,BnkToTheFuture,Cayman Islands,ky,Crowd funding,,FALSE,1
Construction,Breega Capital,France,fr,Private Equity and Venture Capital,,FALSE,1
Construction,CIBC (Canadian Imperial Bank of Commerce),Canada,ca,Bank,,FALSE,1
Construction,CapHorn Invest,France,fr,Private Equity and Venture Capital,,FALSE,1
Construction,Chevron Technology Ventures,United States,us,Corporate,,FALSE,1
Construction,Chicago Booth Angels,United States,us,Angel Network,,FALSE,1
Construction,Chief Financial Capital,United States,us,Private Investment Vehicle,,FALSE,1
Construction,Curious Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,DAG Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Dale Ventures,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Construction,EDP Ventures,Portugal,pt,Corporate,,FALSE,1
Construction,EQT Group,Sweden,se,Private Equity and Venture Capital,,FALSE,1
Construction,Edmond de Rothschild Investment Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Construction,Energy Impact Partners LP,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,European Investment Bank (EIB),Luxembourg,lu,Bank,,FALSE,1
Construction,FJ Labs,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,FinTech Collective,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Flow Capital,Canada,ca,Private Equity and Venture Capital,,FALSE,1
Construction,Foundamental,Germany,de,Private Equity and Venture Capital,,FALSE,1
Construction,Founder Collective,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Frontline Ventures,Ireland,ie,Private Equity and Venture Capital,,FALSE,1
Construction,Goldacre,,,,,,1
Construction,Google,United States,us,Corporate,,FALSE,1
Construction,Groupe Atlantic,France,fr,Private Equity and Venture Capital,,FALSE,1
Construction,HV Capital,Germany,de,Private Equity and Venture Capital,,FALSE,1
Construction,ICG-Longbow,Guernsey,gg,Property Lender,,FALSE,1
Construction,Inven Capital,Czech Republic,cz,Private Equity and Venture Capital,,FALSE,1
Construction,Jafco Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,LaSalle,United States,us,Property Lender,,FALSE,1
Construction,Macquarie Group,Australia,au,Merchant Bank,,FALSE,1
Construction,MassMutual Ventures,United States,us,Corporate,,FALSE,1
Construction,Matrix,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Maxfield Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Construction,Moore Capital Management,United States,us,Asset Management,,FALSE,1
Construction,Mubadala Investment Company,United Arab Emirates,ae,Sovereign Wealth Fund,SW Fund,FALSE,1
Construction,NordicNinja,Finland,fi,Private Equity and Venture Capital,,FALSE,1
Construction,Oak HC/FT,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Optimas Capital Partners,Hong Kong,hk,Asset Management,,FALSE,1
Construction,Pavilion Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Proprium Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,RXR Digital Ventures,United States,us,Corporate,,FALSE,1
Construction,Ramboll,Denmark,dk,Corporate,,FALSE,1
Construction,Ribbit Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Rothschild & Co,France,fr,Merchant Bank,,FALSE,1
Construction,Saudi Aramco,Saudi Arabia,sa,Corporate,,FALSE,1
Construction,SeAH Wind,"Korea, Republic Of (South Korea)",kr,Corporate,,FALSE,1
Construction,Searchlight Capital Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Silicon Valley Bank,United States,us,Bank,,FALSE,1
Construction,Suffolk Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Surplus,Germany,de,Private Equity and Venture Capital,,FALSE,1
Construction,Target Global,Germany,de,Private Equity and Venture Capital,,FALSE,1
Construction,Tishman Speyer,United States,us,Corporate,,FALSE,1
Construction,Tribe Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,Updata Partners,United States,us,Private Equity and Venture Capital,,FALSE,1
Construction,VentureFriends,Greece,gr,Private Equity and Venture Capital,,FALSE,1
Construction,nVent,United States,us,Corporate,,FALSE,1
Creative Industries,Business Angel(s),,,Business Angel(s),,FALSE,54
Creative Industries,Republic,United States,us,Crowd funding,,FALSE,9
Creative Industries,Beringea,United States,us,Private Equity and Venture Capital,,FALSE,6
Creative Industries,Santander,Spain,es,Bank,,TRUE,6
Creative Industries,Silicon Valley Bank,United States,us,Bank,,FALSE,4
Creative Industries,Tencent,China,cn,Corporate,,FALSE,4
Creative Industries,LVMH,France,fr,Corporate,,FALSE,3
Creative Industries,SoftBank Group,Japan,jp,Corporate,,FALSE,3
Creative Industries,Tata Steel,India,in,Corporate,,FALSE,3
Creative Industries,500 Global,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Accel Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Accel-KKR,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Bertelsmann,United States,us,Corporate,,FALSE,2
Creative Industries,C4 Ventures,France,fr,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Canaccord Genuity Group,Canada,ca,Merchant Bank,,FALSE,2
Creative Industries,Deutsche Bank,China,cn,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Eight Roads Ventures,Bermuda,bm,Private Equity and Venture Capital,,FALSE,2
Creative Industries,FJ Labs,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Frontline Ventures,Ireland,ie,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Greycroft Partners,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Horizons Ventures,Hong Kong,hk,Private Equity and Venture Capital,,FALSE,2
Creative Industries,IQT,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Mangrove Capital Partners,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,2
Creative Industries,NetEase (NTES) Capital,China,cn,Corporate,,FALSE,2
Creative Industries,Novator Partners,Switzerland,ch,Private Investment Vehicle,,FALSE,2
Creative Industries,Partech Partners,France,fr,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Susquehanna International Group (SIG),United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Techstars,United States,us,Accelerator,,FALSE,2
Creative Industries,The Riverside Company,United States,us,Private Equity and Venture Capital,,FALSE,2
Creative Industries,Ventech,France,fr,Private Equity and Venture Capital,,FALSE,2
Creative Industries,127 Wall Productions,Hong Kong,hk,Corporate,,FALSE,1
Creative Industries,14W,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,2be.lu,Luxembourg,lu,Private Equity and Venture Capital,,FALSE,1
Creative Industries,A.P. Moller Holding,Denmark,dk,Corporate,,FALSE,1
Creative Industries,ACG,India,in,Private Equity and Venture Capital,,FALSE,1
Creative Industries,AIB,Ireland,ie,Bank,,FALSE,1
Creative Industries,AUB Group,Australia,au,Corporate,,FALSE,1
Creative Industries,Acton Capital Partners,Germany,de,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Advancit Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Aeternum Holdings,Germany,de,Family Office,,FALSE,1
Creative Industries,Ahdritz Holding,United States,us,Private Investment Vehicle,,FALSE,1
Creative Industries,Alignment Growth,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Alumni Ventures,United States,us,Angel Network,,FALSE,1
Creative Industries,Amcor,Switzerland,ch,Corporate,,FALSE,1
Creative Industries,Andreessen Horowitz,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Aonic AB,Sweden,se,Corporate,,FALSE,1
Creative Industries,Aramex,United Arab Emirates,ae,Corporate,,FALSE,1
Creative Industries,Asia West,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Associated Press,United States,us,Corporate,,FALSE,1
Creative Industries,Aster Capital,France,fr,Corporate,,FALSE,1
Creative Industries,Atlantic Bridge,Ireland,ie,Private Equity and Venture Capital,,TRUE,1
Creative Industries,Avery Dennison,United States,us,Corporate,,FALSE,1
Creative Industries,BECO Capital,United Arab Emirates,ae,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Best Nights VC,Germany,de,Private Equity and Venture Capital,,FALSE,1
Creative Industries,BlackRock,United States,us,Asset Management,,FALSE,1
Creative Industries,Blisce,France,fr,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Blossom Street Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Bonnier Ventures,Sweden,se,Corporate,,FALSE,1
Creative Industries,Brand Capital,India,in,Corporate,,FALSE,1
Creative Industries,CAA Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,CASSIUS,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,CIBC (Canadian Imperial Bank of Commerce),Canada,ca,Bank,,FALSE,1
Creative Industries,CTC Venture Capital,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Cabus Ventures,"Virgin Islands, British",vg,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Citigroup,United States,us,Bank,,FALSE,1
Creative Industries,Clocktower Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,CoVent Partners,France,fr,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Coatue Management,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Collinio Capital,Jersey,je,Private Equity and Venture Capital,,FALSE,1
Creative Industries,CommerzVentures,Germany,de,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Companyon Ventures,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Creative Artists Agency,United States,us,Corporate,,FALSE,1
Creative Industries,DNB,Norway,no,Bank,,FALSE,1
Creative Industries,Da Vinci Capital,Russian Federation,ru,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Designer Fund,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Digital Currency Group,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,DuKlaw Ventures,Switzerland,ch,Private Equity and Venture Capital,,FALSE,1
Creative Industries,EDP Ventures,Portugal,pt,Corporate,,FALSE,1
Creative Industries,ElectriFI initiative,Belgium,be,European,,FALSE,1
Creative Industries,Elkstone,Ireland,ie,Family Office,,FALSE,1
Creative Industries,Endeavor Global,United States,us,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Epic Games,United States,us,Corporate,,FALSE,1
Creative Industries,Ericsson,Sweden,se,Corporate,,FALSE,1
Creative Industries,Ethereal Ventures,"Virgin Islands, British",vg,Private Equity and Venture Capital,,FALSE,1
Creative Industries,Eurazeo,France,fr,Private Equity and Venture Capital,,TRUE,1
Creative Industries,Evolution Equity Partners,United States,us,Private Equity and Venture Capital,,TRUE,1
