Companynumber,Companyname,Latitude,Longitude,Sector,cluster,Region
OC325046,Unknown,50.85222,-1.17854,Professional and Business Service,30,Solent
02556321,Unknown,50.87084,-1.25188,Professional and Business Service,30,Solent
08503153,Unknown,50.87002,-1.25945,Professional and Business Service,30,Solent
12468471,Unknown,50.89724,-1.02279,Professional and Business Service,30,Solent
03874568,Unknown,50.87812,-1.2444,Professional and Business Service,30,Solent
03899419,Unknown,50.96107,-1.4248,Professional and Business Service,30,Solent
OC427224,Unknown,50.86955,-1.39927,Professional and Business Service,30,Solent
11922675,Unknown,50.86149,-1.24826,Professional and Business Service,30,Solent
08799125,Unknown,51.06217,-1.31628,Professional and Business Service,0,Hampshire area
12412211,Unknown,50.98148,-1.46513,Professional and Business Service,30,Solent
12018439,Unknown,50.86207,-1.17381,Professional and Business Service,30,Solent
11814009,Unknown,50.90088,-1.39727,Professional and Business Service,30,Solent
11000573,Unknown,50.91526,-1.48094,Professional and Business Service,30,Solent
07100256,Unknown,50.98269,-1.55857,Professional and Business Service,0,Hampshire area
13057857,Unknown,50.90823,-1.41392,Professional and Business Service,30,Solent
07378330,Unknown,50.86865,-1.2534,Professional and Business Service,30,Solent
07590062,Unknown,50.87799,-1.23847,Professional and Business Service,30,Solent
12553225,Unknown,50.88345,-1.03794,Professional and Business Service,30,Solent
08913431,Unknown,50.9326,-1.49845,Professional and Business Service,30,Solent
11341275,Unknown,50.86801,-1.25142,Professional and Business Service,30,Solent
10986664,Unknown,50.96592,-1.28709,Professional and Business Service,30,Solent
13382552,Unknown,51.05149,-1.31684,Professional and Business Service,30,Solent
09869506,Unknown,50.91641,-1.2115,Professional and Business Service,30,Solent
07776432,Unknown,50.88222,-1.29626,Professional and Business Service,30,Solent
OC403980,Unknown,50.91908,-1.40451,Professional and Business Service,30,Solent
09852094,Unknown,51.02667,-1.39862,Professional and Business Service,30,Solent
13032365,Unknown,50.7985,-1.06142,Professional and Business Service,30,Solent
08859744,Unknown,50.85964,-1.17368,Professional and Business Service,30,Solent
14027191,Unknown,50.87575,-1.24355,Professional and Business Service,30,Solent
12326135,Unknown,50.85734,-1.09954,Professional and Business Service,30,Solent
08609414,Unknown,50.90404,-1.06505,Professional and Business Service,30,Solent
11909098,Unknown,50.90088,-1.39727,Professional and Business Service,30,Solent
08620897,Unknown,50.86149,-1.24826,Professional and Business Service,30,Solent
11650311,Unknown,50.89716,-1.39438,Professional and Business Service,30,Solent
12031776,Unknown,50.98135,-1.3889,Professional and Business Service,30,Solent
05233429,Unknown,50.93301,-1.4351,Professional and Business Service,30,Solent
10789514,Unknown,50.85578,-1.17999,Professional and Business Service,30,Solent
11595406,Unknown,51.07693,-1.29525,Professional and Business Service,0,Hampshire area
11314058,Unknown,50.98774,-1.31205,Professional and Business Service,30,Solent
04793696,Unknown,50.93301,-1.4351,Professional and Business Service,30,Solent
10620546,Unknown,50.91908,-1.40451,Professional and Business Service,30,Solent
10128815,Unknown,50.91026,-1.40688,Professional and Business Service,30,Solent
11002627,Unknown,50.90986,-1.38426,Professional and Business Service,30,Solent
12054726,Unknown,50.96273,-1.42425,Professional and Business Service,30,Solent
10777361,Unknown,50.89189,-1.03358,Professional and Business Service,30,Solent
05259448,Unknown,50.84441,-1.09167,Professional and Business Service,30,Solent
13224345,Unknown,50.90028,-1.38141,Professional and Business Service,30,Solent
11318494,Unknown,50.8219,-1.05836,Professional and Business Service,30,Solent
12330949,Unknown,50.93315,-1.23674,Professional and Business Service,30,Solent
12610394,Unknown,50.87532,-1.5769,Professional and Business Service,0,Solent
12148578,Unknown,50.91332,-1.43875,Professional and Business Service,30,Solent
11418513,Unknown,51.06762,-1.31524,Professional and Business Service,0,Hampshire area
12664298,Unknown,50.86834,-1.25027,Professional and Business Service,30,Solent
02881225,Unknown,50.9111,-1.40255,Professional and Business Service,30,Solent
13115416,Unknown,50.97048,-1.35125,Professional and Business Service,30,Solent
10816819,Unknown,50.91907,-1.4026,Professional and Business Service,30,Solent
11992080,Unknown,50.97477,-1.36198,Professional and Business Service,30,Solent
13221550,Unknown,50.84882,-0.93686,Professional and Business Service,30,Solent
07015941,Unknown,50.81014,-1.20361,Professional and Business Service,30,Solent
09307159,Unknown,50.72954,-1.16309,Professional and Business Service,0,Solent
12751332,Unknown,50.79534,-1.10557,Professional and Business Service,30,Solent
05197658,Unknown,50.91138,-1.55909,Professional and Business Service,0,Solent
09685878,Unknown,51.06104,-1.31714,Professional and Business Service,0,Hampshire area
01531594,Unknown,50.90103,-1.41058,Professional and Business Service,30,Solent
08497511,Unknown,50.91106,-1.40496,Professional and Business Service,30,Solent
10647899,Unknown,50.84075,-1.08276,Professional and Business Service,30,Solent
03396849,Unknown,50.96946,-1.35148,Professional and Business Service,30,Solent
11528975,Unknown,50.87642,-1.24046,Professional and Business Service,30,Solent
06944585,Unknown,50.85887,-1.01151,Professional and Business Service,30,Solent
07063524,Unknown,50.9781,-1.39019,Professional and Business Service,30,Solent
11988849,Unknown,50.91456,-1.38998,Professional and Business Service,30,Solent
09941901,Unknown,50.97001,-1.36207,Professional and Business Service,30,Solent
10763710,Unknown,50.89603,-1.39378,Professional and Business Service,30,Solent
06338847,Unknown,50.94103,-1.47044,Professional and Business Service,30,Solent
12763272,Unknown,50.97631,-1.36919,Professional and Business Service,30,Solent
12883869,Unknown,50.96895,-1.23889,Professional and Business Service,30,Solent
08120644,Unknown,51.06217,-1.31628,Professional and Business Service,0,Hampshire area
11515911,Unknown,50.84826,-1.16782,Professional and Business Service,30,Solent
13028563,Unknown,50.79788,-1.07763,Professional and Business Service,30,Solent
04298841,Unknown,51.00139,-1.31797,Professional and Business Service,30,Solent
09889316,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
12113045,Unknown,50.85295,-1.17454,Professional and Business Service,30,Solent
04980808,Unknown,50.79236,-0.99303,Professional and Business Service,30,Solent
13119910,Unknown,50.8801,-1.23946,Professional and Business Service,30,Solent
11878312,Unknown,50.88968,-1.31679,Professional and Business Service,30,Solent
07439295,Unknown,50.80396,-1.08703,Professional and Business Service,30,Solent
09633575,Unknown,50.96107,-1.4248,Professional and Business Service,30,Solent
10960466,Unknown,50.96107,-1.4248,Professional and Business Service,30,Solent
10577316,Unknown,50.91332,-1.43875,Professional and Business Service,30,Solent
09156331,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
08842586,Unknown,50.88674,-1.04394,Professional and Business Service,30,Solent
10632568,Unknown,50.86865,-1.2534,Professional and Business Service,30,Solent
11464481,Unknown,50.79788,-1.07763,Professional and Business Service,30,Solent
08658831,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
09961763,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
11838025,Unknown,50.84075,-1.08276,Professional and Business Service,30,Solent
13478499,Unknown,50.87031,-0.98622,Professional and Business Service,30,Solent
14034779,Unknown,50.84686,-0.99687,Professional and Business Service,30,Solent
02946921,Unknown,50.7951,-1.08905,Professional and Business Service,30,Solent
09835692,Unknown,50.89907,-1.39275,Professional and Business Service,30,Solent
11642215,Unknown,50.86566,-1.24416,Professional and Business Service,30,Solent
09156301,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
08965688,Unknown,50.90978,-1.0011,Professional and Business Service,30,Solent
03682147,Unknown,50.79355,-1.05403,Professional and Business Service,30,Solent
12268103,Unknown,50.81257,-1.1945,Professional and Business Service,30,Solent
08754219,Unknown,50.79924,-1.0707,Professional and Business Service,30,Solent
06781537,Unknown,50.83453,-1.17286,Professional and Business Service,30,Solent
09202565,Unknown,51.06762,-1.31524,Professional and Business Service,0,Hampshire area
06557506,Unknown,50.99314,-1.31155,Professional and Business Service,30,Solent
07321069,Unknown,50.96179,-1.43039,Professional and Business Service,30,Solent
08476034,Unknown,50.95441,-1.21312,Professional and Business Service,30,Solent
09105811,Unknown,50.87002,-1.25945,Professional and Business Service,30,Solent
06256238,Unknown,50.88612,-1.04427,Professional and Business Service,30,Solent
13246216,Unknown,50.87475,-1.30207,Professional and Business Service,30,Solent
10742142,Unknown,50.97017,-1.36,Professional and Business Service,30,Solent
06879651,Unknown,50.88621,-1.04313,Professional and Business Service,30,Solent
09857033,Unknown,50.89603,-1.39378,Professional and Business Service,30,Solent
11989962,Unknown,50.96107,-1.4248,Professional and Business Service,30,Solent
11114584,Unknown,50.91102,-1.4063,Professional and Business Service,30,Solent
11003085,Unknown,50.8461,-1.10119,Professional and Business Service,30,Solent
08658745,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
10551122,Unknown,50.87401,-1.11422,Professional and Business Service,30,Solent
12077867,Unknown,50.91016,-1.38013,Professional and Business Service,30,Solent
12367811,Unknown,50.80268,-1.08755,Professional and Business Service,30,Solent
09551104,Unknown,50.8221,-1.05664,Professional and Business Service,30,Solent
06987768,Unknown,50.97765,-1.36648,Professional and Business Service,30,Solent
12732357,Unknown,50.86248,-0.96873,Professional and Business Service,30,Solent
08706202,Unknown,50.91209,-1.3866,Professional and Business Service,30,Solent
11399577,Unknown,50.88421,-1.03423,Professional and Business Service,30,Solent
06297371,Unknown,50.94103,-1.47044,Professional and Business Service,30,Solent
13163626,Unknown,50.89661,-1.38144,Professional and Business Service,30,Solent
12090683,Unknown,50.89543,-1.39458,Professional and Business Service,30,Solent
08658821,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
06338330,Unknown,50.94154,-1.18468,Professional and Business Service,30,Solent
09863604,Unknown,50.81612,-1.19503,Professional and Business Service,30,Solent
07006633,Unknown,50.8701,-1.24371,Professional and Business Service,30,Solent
10243845,Unknown,50.98222,-1.44027,Professional and Business Service,30,Solent
04475416,Unknown,50.842,-1.03321,Professional and Business Service,30,Solent
07218346,Unknown,50.92386,-1.30617,Professional and Business Service,30,Solent
10086768,Unknown,50.97048,-1.35125,Professional and Business Service,30,Solent
06752146,Unknown,50.82229,-1.05004,Professional and Business Service,30,Solent
11269888,Unknown,50.88621,-1.04313,Professional and Business Service,30,Solent
11156420,Unknown,50.88621,-1.04313,Professional and Business Service,30,Solent
11020413,Unknown,50.86695,-1.24594,Professional and Business Service,30,Solent
09001388,Unknown,50.85333,-1.17348,Professional and Business Service,30,Solent
12535062,Unknown,51.06298,-1.31811,Professional and Business Service,0,Hampshire area
13324821,Unknown,50.844,-1.06699,Professional and Business Service,30,Solent
09682381,Unknown,50.8833,-1.04324,Professional and Business Service,30,Solent
09868688,Unknown,50.82354,-1.16276,Professional and Business Service,30,Solent
10681571,Unknown,50.8778,-1.25191,Professional and Business Service,30,Solent
13907434,Unknown,50.98524,-1.29566,Professional and Business Service,30,Solent
11001111,Unknown,50.8457,-1.0857,Professional and Business Service,30,Solent
12248763,Unknown,50.91846,-0.99935,Professional and Business Service,30,Solent
12851535,Unknown,50.89603,-1.39378,Professional and Business Service,30,Solent
07765410,Unknown,50.88728,-1.31857,Professional and Business Service,30,Solent
10729228,Unknown,51.0663,-1.29832,Professional and Business Service,0,Hampshire area
11988250,Unknown,50.95239,-1.40909,Professional and Business Service,30,Solent
11408901,Unknown,50.91908,-1.57077,Professional and Business Service,0,Solent
11877647,Unknown,50.89736,-1.02803,Professional and Business Service,30,Solent
09212163,Unknown,50.91908,-1.57077,Professional and Business Service,0,Solent
10149312,Unknown,50.9111,-1.40255,Professional and Business Service,30,Solent
08170009,Unknown,50.91462,-1.42382,Professional and Business Service,30,Solent
09806349,Unknown,50.97773,-1.30229,Professional and Business Service,30,Solent
03525534,Unknown,50.72944,-1.16141,Professional and Business Service,0,Solent
10272906,Unknown,50.84881,-0.98467,Professional and Business Service,30,Solent
08699330,Unknown,50.96107,-1.4248,Professional and Business Service,30,Solent
08095501,Unknown,51.0663,-1.29832,Professional and Business Service,0,Hampshire area
07463043,Unknown,50.81176,-1.08686,Professional and Business Service,30,Solent
09987173,Unknown,50.87799,-1.23847,Professional and Business Service,30,Solent
10368872,Unknown,50.87294,-1.40093,Professional and Business Service,30,Solent
09785257,Unknown,50.91948,-1.39766,Professional and Business Service,30,Solent
10605270,Unknown,50.92045,-1.2918,Professional and Business Service,30,Solent
10038350,Unknown,50.91323,-1.30316,Professional and Business Service,30,Solent
12696607,Unknown,50.91908,-1.40451,Professional and Business Service,30,Solent
04134272,Unknown,51.06792,-1.29707,Professional and Business Service,0,Hampshire area
12261178,Unknown,50.86801,-1.25142,Professional and Business Service,30,Solent
03635298,Unknown,50.97194,-1.37033,Professional and Business Service,30,Solent
11650707,Unknown,50.89406,-1.3942,Professional and Business Service,30,Solent
12785494,Unknown,50.84603,-1.12668,Professional and Business Service,30,Solent
09241971,Unknown,50.84495,-1.08157,Professional and Business Service,30,Solent
13795952,Unknown,50.84664,-0.93394,Professional and Business Service,30,Solent
08350504,Unknown,50.88365,-1.30052,Professional and Business Service,30,Solent
09860042,Unknown,50.86566,-1.24416,Professional and Business Service,30,Solent
09770095,Unknown,50.85405,-0.9807,Professional and Business Service,30,Solent
05081206,Unknown,51.06328,-1.31535,Professional and Business Service,0,Hampshire area
09939716,Unknown,50.97048,-1.35125,Professional and Business Service,30,Solent
11209129,Unknown,50.9675,-1.38321,Professional and Business Service,30,Solent
08926661,Unknown,50.88621,-1.04313,Professional and Business Service,30,Solent
04428631,Unknown,50.91102,-1.4063,Professional and Business Service,30,Solent
12023282,Unknown,51.0077,-1.51622,Professional and Business Service,30,Solent
05795192,Unknown,50.80176,-1.2026,Professional and Business Service,30,Solent
09107753,Unknown,50.81257,-1.1945,Professional and Business Service,30,Solent
10385456,Unknown,51.06089,-1.31787,Professional and Business Service,0,Hampshire area
11943037,Unknown,51.06648,-1.31258,Professional and Business Service,0,Hampshire area
13419359,Unknown,50.82229,-1.05004,Professional and Business Service,30,Solent
06367212,Unknown,50.9326,-1.49845,Professional and Business Service,30,Solent
05558142,Unknown,50.87852,-1.24361,Professional and Business Service,30,Solent
08615069,Unknown,50.85787,-1.32631,Professional and Business Service,30,Solent
05088286,Unknown,50.97006,-1.39158,Professional and Business Service,30,Solent
09154507,Unknown,50.9459,-1.36327,Professional and Business Service,30,Solent
08375790,Unknown,50.8528,-1.18748,Professional and Business Service,30,Solent
12171870,Unknown,51.06417,-1.31706,Professional and Business Service,0,Hampshire area
07477856,Unknown,51.02203,-1.46732,Professional and Business Service,30,Solent
11529700,Unknown,50.88557,-1.04247,Professional and Business Service,30,Solent
08477490,Unknown,50.90749,-1.36961,Professional and Business Service,30,Solent
06875240,Unknown,50.9195,-1.40285,Professional and Business Service,30,Solent
10475348,Unknown,50.88497,-1.30271,Professional and Business Service,30,Solent
08677790,Unknown,50.90771,-1.41356,Professional and Business Service,30,Solent
07220963,Unknown,51.01031,-1.28076,Professional and Business Service,30,Solent
11251341,Unknown,51.02667,-1.39862,Professional and Business Service,30,Solent
08763108,Unknown,50.9781,-1.39019,Professional and Business Service,30,Solent
11354966,Unknown,50.78647,-1.07565,Professional and Business Service,30,Solent
03983097,Unknown,50.91942,-1.39928,Professional and Business Service,30,Solent
10907876,Unknown,50.96107,-1.4248,Professional and Business Service,30,Solent
11753406,Unknown,50.91456,-1.38998,Professional and Business Service,30,Solent
09839807,Unknown,50.82332,-1.07385,Professional and Business Service,30,Solent
11112870,Unknown,50.86138,-1.31368,Professional and Business Service,30,Solent
08054141,Unknown,50.96119,-1.42252,Professional and Business Service,30,Solent
11197414,Unknown,50.98098,-1.46286,Professional and Business Service,30,Solent
11453383,Unknown,50.8778,-1.25191,Professional and Business Service,30,Solent
10856318,Unknown,50.87172,-1.26737,Professional and Business Service,30,Solent
12322471,Unknown,50.96119,-1.42252,Professional and Business Service,30,Solent
12655744,Unknown,50.87733,-1.25478,Professional and Business Service,30,Solent
01945200,Unknown,50.85029,-0.89853,Professional and Business Service,30,Solent
10497189,Unknown,50.82572,-1.06602,Professional and Business Service,30,Solent
12397680,Unknown,50.84881,-0.98467,Professional and Business Service,30,Solent
13000262,Unknown,50.84361,-1.10319,Professional and Business Service,30,Solent
09207063,Unknown,50.97048,-1.35125,Professional and Business Service,30,Solent
11628475,Unknown,51.0077,-1.51622,Professional and Business Service,30,Solent
10063180,Unknown,50.85343,-1.30668,Professional and Business Service,30,Solent
09617811,Unknown,50.9698,-1.36518,Professional and Business Service,30,Solent
11262629,Unknown,50.85294,-1.189,Professional and Business Service,30,Solent
07579800,Unknown,50.9675,-1.38321,Professional and Business Service,30,Solent
10461982,Unknown,50.87475,-1.30207,Professional and Business Service,30,Solent
10562194,Unknown,50.93576,-1.47596,Professional and Business Service,30,Solent
03104247,Unknown,50.76146,-1.29756,Professional and Business Service,0,Solent
10149977,Unknown,50.9668,-1.39304,Professional and Business Service,30,Solent
12275286,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
14131067,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
07689604,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12070709,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11850124,Unknown,51.52699,-0.08674,Professional and Business Service,52,London
11820133,Unknown,51.52585,-0.08908,Professional and Business Service,52,London
11357496,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08125469,Unknown,51.52699,-0.08674,Professional and Business Service,52,London
10633588,Unknown,51.52745,-0.0883,Professional and Business Service,52,London
11186996,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
13563422,Unknown,51.52825,-0.09022,Professional and Business Service,52,London
13016199,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
09348737,Unknown,51.52817,-0.08848,Professional and Business Service,52,London
03207522,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12669819,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12364535,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12412382,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
07194134,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08108375,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12634600,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10956809,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12115375,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11673275,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12162141,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11465546,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
04177782,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11134975,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10103770,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10444812,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08832088,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11771012,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
05684239,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12262995,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
13081443,Unknown,51.52699,-0.08674,Professional and Business Service,52,London
12672419,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12221008,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12094312,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11695518,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11401401,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
09465940,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
09729807,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12183487,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10990489,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11979623,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11360377,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
04837228,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12066785,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12693272,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
07563986,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11156062,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11238563,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12437216,Unknown,51.52825,-0.09022,Professional and Business Service,52,London
12588668,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12341570,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10765783,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12076493,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
04140562,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08607834,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
06799887,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11921963,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08141031,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11908551,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
13087133,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12667246,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08081930,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
09965009,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10238317,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10347817,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
13316092,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10104237,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11588402,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
09930991,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11974205,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
08988737,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12676087,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12012732,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
04752549,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12517222,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11893374,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11255211,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
13183398,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11837259,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12644606,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11352938,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10755900,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12960247,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
04498253,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10239087,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11655290,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
12124396,Unknown,51.52776,-0.08697,Professional and Business Service,52,London
08633507,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
10798233,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11748997,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11233075,Unknown,51.5273,-0.08889,Professional and Business Service,52,London
11271076,Unknown,53.38217,-1.47239,Professional and Business Service,26,South Yorkshire CA
00401507,Unknown,53.50973,-1.1401,Professional and Business Service,26,South Yorkshire CA
03917515,Unknown,53.37936,-1.46933,Professional and Business Service,26,South Yorkshire CA
03588422,Unknown,53.50849,-1.12191,Professional and Business Service,26,South Yorkshire CA
01794026,Unknown,53.38608,-1.38568,Professional and Business Service,26,South Yorkshire CA
08353352,Unknown,53.36723,-1.49086,Professional and Business Service,26,South Yorkshire CA
10175391,Unknown,53.42391,-1.50956,Professional and Business Service,26,South Yorkshire CA
08289609,Unknown,53.38379,-1.41804,Professional and Business Service,26,South Yorkshire CA
09762558,Unknown,53.39564,-1.38547,Professional and Business Service,26,South Yorkshire CA
01589921,Unknown,53.38664,-1.37823,Professional and Business Service,26,South Yorkshire CA
12242076,Unknown,53.40775,-1.4212,Professional and Business Service,26,South Yorkshire CA
07888606,Unknown,53.50849,-1.12191,Professional and Business Service,26,South Yorkshire CA
11938901,Unknown,53.47293,-1.47612,Professional and Business Service,26,South Yorkshire CA
08819197,Unknown,53.40737,-1.41496,Professional and Business Service,26,South Yorkshire CA
06603066,Unknown,53.40737,-1.41496,Professional and Business Service,26,South Yorkshire CA
06327406,Unknown,53.39564,-1.38547,Professional and Business Service,26,South Yorkshire CA
03858881,Unknown,53.38394,-1.46553,Professional and Business Service,26,South Yorkshire CA
10434556,Unknown,53.42179,-1.36357,Professional and Business Service,26,South Yorkshire CA
11388495,Unknown,53.40587,-1.42849,Professional and Business Service,26,South Yorkshire CA
01012909,Unknown,53.33142,-1.33736,Professional and Business Service,26,South Yorkshire CA
07703720,Unknown,53.41257,-1.42189,Professional and Business Service,26,South Yorkshire CA
05722901,Unknown,53.35032,-1.48869,Professional and Business Service,26,South Yorkshire CA
06531168,Unknown,53.49746,-1.02813,Professional and Business Service,26,South Yorkshire CA
06156553,Unknown,53.40868,-1.40134,Professional and Business Service,26,South Yorkshire CA
12120302,Unknown,53.47719,-1.39601,Professional and Business Service,26,South Yorkshire CA
02206141,Unknown,53.50849,-1.12191,Professional and Business Service,26,South Yorkshire CA
09530778,Unknown,53.39563,-1.39344,Professional and Business Service,26,South Yorkshire CA
06228749,Unknown,53.45372,-1.45601,Professional and Business Service,26,South Yorkshire CA
12912552,Unknown,53.40775,-1.4212,Professional and Business Service,26,South Yorkshire CA
10738856,Unknown,53.37884,-1.47141,Professional and Business Service,26,South Yorkshire CA
11732765,Unknown,53.25187,-1.42118,Professional and Business Service,26,South Yorkshire CA
12187900,Unknown,53.39564,-1.38547,Professional and Business Service,26,South Yorkshire CA
11844897,Unknown,53.3818,-1.42641,Professional and Business Service,26,South Yorkshire CA
06794795,Unknown,53.36723,-1.49086,Professional and Business Service,26,South Yorkshire CA
09871093,Unknown,53.37738,-1.47457,Professional and Business Service,26,South Yorkshire CA
12552835,Unknown,53.39045,-1.40446,Professional and Business Service,26,South Yorkshire CA
08576711,Unknown,53.37422,-1.47363,Professional and Business Service,26,South Yorkshire CA
OC378803,Unknown,53.36347,-1.4722,Professional and Business Service,26,South Yorkshire CA
09727349,Unknown,53.39548,-1.43239,Professional and Business Service,26,South Yorkshire CA
04768339,Unknown,53.50845,-1.11739,Professional and Business Service,26,South Yorkshire CA
05750459,Unknown,53.39435,-1.4466,Professional and Business Service,26,South Yorkshire CA
04364671,Unknown,53.38875,-1.37152,Professional and Business Service,26,South Yorkshire CA
11731973,Unknown,53.39564,-1.38547,Professional and Business Service,26,South Yorkshire CA
13811390,Unknown,53.47293,-1.47612,Professional and Business Service,26,South Yorkshire CA
10197778,Unknown,53.40465,-1.41674,Professional and Business Service,26,South Yorkshire CA
11731975,Unknown,53.39564,-1.38547,Professional and Business Service,26,South Yorkshire CA
11232493,Unknown,53.3619,-1.50852,Professional and Business Service,26,South Yorkshire CA
07911481,Unknown,53.40775,-1.4212,Professional and Business Service,26,South Yorkshire CA
10737981,Unknown,53.32849,-1.33414,Professional and Business Service,26,South Yorkshire CA
13354380,Unknown,53.39435,-1.4466,Professional and Business Service,26,South Yorkshire CA
13153527,Unknown,53.38875,-1.37152,Professional and Business Service,26,South Yorkshire CA
13636841,Unknown,53.3803,-1.47459,Professional and Business Service,26,South Yorkshire CA
08640061,Unknown,53.37492,-1.46907,Professional and Business Service,26,South Yorkshire CA
12177694,Unknown,53.43036,-1.37728,Professional and Business Service,26,South Yorkshire CA
08274610,Unknown,53.48906,-1.01125,Professional and Business Service,0,South Yorkshire CA
12789147,Unknown,53.5266,-1.14382,Professional and Business Service,26,South Yorkshire CA
07477228,Unknown,53.37072,-1.41677,Professional and Business Service,26,South Yorkshire CA
07301026,Unknown,53.38038,-1.46278,Professional and Business Service,26,South Yorkshire CA
10353601,Unknown,53.40049,-1.44772,Professional and Business Service,26,South Yorkshire CA
10712649,Unknown,53.51123,-1.1309,Professional and Business Service,26,South Yorkshire CA
12035504,Unknown,53.38952,-1.46989,Professional and Business Service,26,South Yorkshire CA
